date,company,sector,role,role_type,channel,status,contact_person,fit_rating,notes,cv_file,cover_letter_file,source
2026-07-20,DNV,Green energy (GreenPowerMonitor - renewable energy asset monitoring),ML Engineer - Generative AI,ML Engineer,Company website,applied,,79 - Strong Fit,"2026-07-20: applied, no contact person",cv/overrides/dnv.yaml,,https://www.linkedin.com/jobs/view/4439264006
